iteration,node moved,to group,instantaneous gain,            accumulated gain,potential,abs gain %,yes verts,no verts,yes edges,            no edges,verts %,edges %,potential propor %,consults,performance %
638,11936,no,5.15,11516.20,-23877506848.80,+0.00%,158539,158541,262492,265062,50.00%,                49.76%,50.00%,2,100.00%
639,29573,yes,6.85,11523.05,-23877506841.95,+0.00%,158538,158542,262490,265072,50.00%,                49.76%,50.00%,9,22.22%
640,44782,yes,13.95,11537.00,-23877506828.00,+0.00%,158539,158541,262504,265062,50.00%,                49.76%,50.00%,3,66.67%
641,60231,no,0.05,11537.05,-23877506827.95,+0.00%,158540,158540,262552,265027,50.00%,                49.77%,50.00%,2,100.00%
642,63417,no,0.15,11537.20,-23877506827.80,+0.00%,158539,158541,262542,265038,50.00%,                49.76%,50.00%,3,66.67%
643,76162,yes,15.85,11553.05,-23877506811.95,+0.00%,158538,158542,262518,265065,50.00%,                49.76%,50.00%,5,40.00%
644,97516,yes,1.95,11555.00,-23877506810.00,+0.00%,158539,158541,262559,265037,50.00%,                49.77%,50.00%,4,50.00%
645,148995,no,0.05,11555.05,-23877506809.95,+0.00%,158540,158540,262607,264990,50.00%,                49.77%,50.00%,5,40.00%
646,255004,yes,4.95,11560.00,-23877506805.00,+0.00%,158539,158541,262607,264991,50.00%,                49.77%,50.00%,10,20.00%
647,2938,yes,0.05,11560.05,-23877506804.95,+0.00%,158540,158540,262623,264979,50.00%,                49.78%,50.00%,5,40.00%
648,14513,no,11.95,11572.00,-23877506793.00,+0.00%,158541,158539,262624,264979,50.00%,                49.78%,50.00%,5,40.00%
649,78790,no,0.05,11572.05,-23877506792.95,+0.00%,158540,158540,262619,264995,50.00%,                49.77%,50.00%,4,50.00%
650,86318,no,7.15,11579.20,-23877506785.80,+0.00%,158539,158541,262611,265004,50.00%,                49.77%,50.00%,2,100.00%
651,130158,yes,1.85,11581.05,-23877506783.95,+0.00%,158538,158542,262570,265055,50.00%,                49.76%,50.00%,2,100.00%
652,130159,yes,1.95,11583.00,-23877506782.00,+0.00%,158539,158541,262572,265052,50.00%,                49.76%,50.00%,2,100.00%
653,3043,no,5.05,11588.05,-23877506776.95,+0.00%,158540,158540,262575,265050,50.00%,                49.77%,50.00%,3,66.67%
654,3592,yes,8.95,11597.00,-23877506768.00,+0.00%,158539,158541,262539,265092,50.00%,                49.76%,50.00%,2,100.00%
655,7796,no,0.05,11597.05,-23877506767.95,+0.00%,158540,158540,262550,265089,50.00%,                49.76%,50.00%,5,40.00%
656,8607,yes,10.95,11608.00,-23877506757.00,+0.00%,158539,158541,262522,265118,50.00%,                49.75%,50.00%,3,66.67%
657,20517,no,0.05,11608.05,-23877506756.95,+0.00%,158540,158540,262543,265107,50.00%,                49.76%,50.00%,4,50.00%
658,33605,yes,13.95,11622.00,-23877506743.00,+0.00%,158539,158541,262496,265155,50.00%,                49.75%,50.00%,3,66.67%
659,43120,yes,0.05,11622.05,-23877506742.95,+0.00%,158540,158540,262521,265143,50.00%,                49.75%,50.00%,5,40.00%
660,87026,yes,0.15,11622.20,-23877506742.80,+0.00%,158541,158539,262545,265120,50.00%,                49.76%,50.00%,7,28.57%
661,123508,yes,5.25,11627.45,-23877506737.55,+0.00%,158542,158538,262564,265104,50.00%,                49.76%,50.00%,4,50.00%
662,124005,no,0.75,11628.20,-23877506736.80,+0.00%,158543,158537,262577,265101,50.00%,                49.76%,50.00%,2,100.00%
663,148942,yes,2.25,11630.45,-23877506734.55,+0.00%,158542,158538,262572,265102,50.00%,                49.76%,50.00%,3,66.67%
664,176443,no,4.75,11635.20,-23877506729.80,+0.00%,158543,158537,262599,265082,50.00%,                49.76%,50.00%,4,50.00%
665,99122,no,15.85,11651.05,-23877506713.95,+0.00%,158542,158538,262595,265086,50.00%,                49.76%,50.00%,5,40.00%
666,164968,no,4.95,11656.00,-23877506709.00,+0.00%,158541,158539,262581,265113,50.00%,                49.76%,50.00%,3,66.67%
667,101075,no,2.05,11658.05,-23877506706.95,+0.00%,158540,158540,262580,265118,50.00%,                49.76%,50.00%,8,25.00%
668,855,yes,2.95,11661.00,-23877506704.00,+0.00%,158539,158541,262579,265122,50.00%,                49.76%,50.00%,4,50.00%
669,2004,no,0.05,11661.05,-23877506703.95,+0.00%,158540,158540,262581,265122,50.00%,                49.76%,50.00%,2,100.00%
670,765,yes,1.95,11663.00,-23877506702.00,+0.00%,158539,158541,262580,265124,50.00%,                49.76%,50.00%,3,66.67%
671,2215,yes,0.05,11663.05,-23877506701.95,+0.00%,158540,158540,262582,265123,50.00%,                49.76%,50.00%,2,100.00%
672,22943,yes,0.15,11663.20,-23877506701.80,+0.00%,158541,158539,262586,265120,50.00%,                49.76%,50.00%,3,66.67%
673,29903,no,2.85,11666.05,-23877506698.95,+0.00%,158542,158538,262589,265120,50.00%,                49.76%,50.00%,2,100.00%
674,16809,no,2.95,11669.00,-23877506696.00,+0.00%,158541,158539,262582,265127,50.00%,                49.76%,50.00%,5,40.00%
675,239023,no,2.05,11671.05,-23877506693.95,+0.00%,158540,158540,262574,265137,50.00%,                49.76%,50.00%,6,33.33%
676,1109,yes,1.95,11673.00,-23877506692.00,+0.00%,158539,158541,262574,265140,50.00%,                49.76%,50.00%,6,33.33%
677,5221,no,2.05,11675.05,-23877506689.95,+0.00%,158540,158540,262576,265139,50.00%,                49.76%,50.00%,2,100.00%
678,14230,yes,1.95,11677.00,-23877506688.00,+0.00%,158539,158541,262576,265142,50.00%,                49.76%,50.00%,2,100.00%
679,786,no,1.05,11678.05,-23877506686.95,+0.00%,158540,158540,262615,265104,50.00%,                49.76%,50.00%,5,40.00%
680,8078,yes,1.95,11680.00,-23877506685.00,+0.00%,158539,158541,262615,265106,50.00%,                49.76%,50.00%,7,28.57%
681,9224,yes,1.05,11681.05,-23877506683.95,+0.00%,158540,158540,262622,265100,50.00%,                49.77%,50.00%,2,100.00%
682,9436,no,4.95,11686.00,-23877506679.00,+0.00%,158541,158539,262663,265061,50.00%,                49.77%,50.00%,2,100.00%
683,12393,no,5.05,11691.05,-23877506673.95,+0.00%,158540,158540,262657,265071,50.00%,                49.77%,50.00%,4,50.00%
684,13505,yes,5.95,11697.00,-23877506668.00,+0.00%,158539,158541,262654,265080,50.00%,                49.77%,50.00%,4,50.00%
685,16057,no,0.05,11697.05,-23877506667.95,+0.00%,158540,158540,262664,265075,50.00%,                49.77%,50.00%,2,100.00%
686,23574,yes,4.95,11702.00,-23877506663.00,+0.00%,158539,158541,262660,265080,50.00%,                49.77%,50.00%,7,28.57%
687,26279,yes,4.05,11706.05,-23877506658.95,+0.00%,158540,158540,262721,265023,50.00%,                49.78%,50.00%,3,66.67%
688,33546,no,5.95,11712.00,-23877506653.00,+0.00%,158541,158539,262760,264989,50.00%,                49.79%,50.00%,3,66.67%
689,43996,no,0.05,11712.05,-23877506652.95,+0.00%,158540,158540,262749,265005,50.00%,                49.79%,50.00%,2,100.00%
690,63360,yes,0.95,11713.00,-23877506652.00,+0.00%,158539,158541,262733,265022,50.00%,                49.78%,50.00%,3,66.67%
691,141093,yes,0.05,11713.05,-23877506651.95,+0.00%,158540,158540,262734,265021,50.00%,                49.78%,50.00%,4,50.00%
692,3930,no,2.95,11716.00,-23877506649.00,+0.00%,158541,158539,262740,265016,50.00%,                49.78%,50.00%,3,66.67%
693,16093,no,16.05,11732.05,-23877506632.95,+0.00%,158540,158540,262737,265021,50.00%,                49.78%,50.00%,5,40.00%
694,84317,yes,0.95,11733.00,-23877506632.00,+0.00%,158539,158541,262716,265059,50.00%,                49.78%,50.00%,6,33.33%
695,1180,no,1.05,11734.05,-23877506630.95,+0.00%,158540,158540,262717,265058,50.00%,                49.78%,50.00%,4,50.00%
696,1860,yes,1.95,11736.00,-23877506629.00,+0.00%,158539,158541,262717,265060,50.00%,                49.78%,50.00%,3,66.67%
697,164421,no,0.05,11736.05,-23877506628.95,+0.00%,158540,158540,262722,265056,50.00%,                49.78%,50.00%,4,50.00%
698,164422,no,0.15,11736.20,-23877506628.80,+0.00%,158539,158541,262721,265058,50.00%,                49.78%,50.00%,2,100.00%
699,1870,yes,3.85,11740.05,-23877506624.95,+0.00%,158538,158542,262721,265061,50.00%,                49.78%,50.00%,4,50.00%
700,813,yes,0.95,11741.00,-23877506624.00,+0.00%,158539,158541,262722,265061,50.00%,                49.78%,50.00%,2,100.00%
701,4082,yes,3.05,11744.05,-23877506620.95,+0.00%,158540,158540,262724,265059,50.00%,                49.78%,50.00%,6,33.33%
702,5715,no,4.95,11749.00,-23877506616.00,+0.00%,158541,158539,262728,265059,50.00%,                49.78%,50.00%,2,100.00%
703,11592,no,1.05,11750.05,-23877506614.95,+0.00%,158540,158540,262708,265083,50.00%,                49.78%,50.00%,5,40.00%
704,11620,yes,1.95,11752.00,-23877506613.00,+0.00%,158539,158541,262707,265086,50.00%,                49.77%,50.00%,2,100.00%
705,13855,yes,1.05,11753.05,-23877506611.95,+0.00%,158540,158540,262709,265085,50.00%,                49.77%,50.00%,2,100.00%
706,29416,yes,2.15,11755.20,-23877506609.80,+0.00%,158541,158539,262715,265081,50.00%,                49.78%,50.00%,5,40.00%
707,822,no,3.85,11759.05,-23877506605.95,+0.00%,158542,158538,262720,265081,50.00%,                49.78%,50.00%,4,50.00%
708,2210,no,1.95,11761.00,-23877506604.00,+0.00%,158541,158539,262720,265082,50.00%,                49.78%,50.00%,4,50.00%
709,14717,no,1.05,11762.05,-23877506602.95,+0.00%,158540,158540,262718,265085,50.00%,                49.78%,50.00%,2,100.00%
710,1427,yes,1.95,11764.00,-23877506601.00,+0.00%,158539,158541,262679,265126,50.00%,                49.77%,50.00%,4,50.00%
711,4094,no,1.05,11765.05,-23877506599.95,+0.00%,158540,158540,262680,265126,50.00%,                49.77%,50.00%,2,100.00%
712,32166,yes,0.95,11766.00,-23877506599.00,+0.00%,158539,158541,262666,265142,50.00%,                49.77%,50.00%,3,66.67%
713,122058,no,1.05,11767.05,-23877506597.95,+0.00%,158540,158540,262670,265138,50.00%,                49.77%,50.00%,4,50.00%
714,4865,yes,3.95,11771.00,-23877506594.00,+0.00%,158539,158541,262666,265144,50.00%,                49.77%,50.00%,5,40.00%
715,23164,no,0.05,11771.05,-23877506593.95,+0.00%,158540,158540,262682,265131,50.00%,                49.77%,50.00%,4,50.00%
716,24736,yes,11.95,11783.00,-23877506582.00,+0.00%,158539,158541,262682,265132,50.00%,                49.77%,50.00%,2,100.00%
717,955,no,1.05,11784.05,-23877506580.95,+0.00%,158540,158540,262713,265112,50.00%,                49.77%,50.00%,4,50.00%
718,14129,yes,2.95,11787.00,-23877506578.00,+0.00%,158539,158541,262712,265115,50.00%,                49.77%,50.00%,3,66.67%
719,841,yes,2.05,11789.05,-23877506575.95,+0.00%,158540,158540,262714,265115,50.00%,                49.77%,50.00%,4,50.00%
720,53670,no,0.95,11790.00,-23877506575.00,+0.00%,158541,158539,262718,265114,50.00%,                49.77%,50.00%,3,66.67%
721,25073,yes,2.05,11792.05,-23877506572.95,+0.00%,158540,158540,262716,265116,50.00%,                49.77%,50.00%,7,28.57%
722,106665,no,2.95,11795.00,-23877506570.00,+0.00%,158541,158539,262723,265112,50.00%,                49.77%,50.00%,3,66.67%
723,3717,no,1.05,11796.05,-23877506568.95,+0.00%,158540,158540,262723,265114,50.00%,                49.77%,50.00%,2,100.00%
724,5038,yes,2.95,11799.00,-23877506566.00,+0.00%,158539,158541,262723,265116,50.00%,                49.77%,50.00%,3,66.67%
725,10135,no,0.05,11799.05,-23877506565.95,+0.00%,158540,158540,262728,265113,50.00%,                49.77%,50.00%,2,100.00%
726,850,no,2.15,11801.20,-23877506563.80,+0.00%,158539,158541,262727,265115,50.00%,                49.77%,50.00%,2,100.00%
727,29502,yes,18.85,11820.05,-23877506544.95,+0.00%,158538,158542,262727,265120,50.00%,                49.77%,50.00%,2,100.00%
728,51008,yes,2.95,11823.00,-23877506542.00,+0.00%,158539,158541,262788,265075,50.00%,                49.78%,50.00%,2,100.00%
729,58753,yes,0.05,11823.05,-23877506541.95,+0.00%,158540,158540,262803,265062,50.00%,                49.79%,50.00%,2,100.00%
730,3559,no,1.95,11825.00,-23877506540.00,+0.00%,158541,158539,262807,265059,50.00%,                49.79%,50.00%,7,28.57%
731,864,no,0.05,11825.05,-23877506539.95,+0.00%,158540,158540,262806,265061,50.00%,                49.79%,50.00%,2,100.00%
732,4766,no,1.15,11826.20,-23877506538.80,+0.00%,158539,158541,262780,265088,50.00%,                49.78%,50.00%,5,40.00%
733,12271,yes,11.85,11838.05,-23877506526.95,+0.00%,158538,158542,262767,265105,50.00%,                49.78%,50.00%,3,66.67%
734,15574,no,2.15,11840.20,-23877506524.80,+0.00%,158539,158541,262794,265087,50.00%,                49.78%,50.00%,3,66.67%
735,16832,no,2.25,11842.45,-23877506522.55,+0.00%,158538,158542,262773,265113,50.00%,                49.78%,50.00%,2,100.00%
736,17501,yes,5.75,11848.20,-23877506516.80,+0.00%,158537,158543,262748,265145,50.00%,                49.77%,50.00%,2,100.00%
737,26766,yes,6.85,11855.05,-23877506509.95,+0.00%,158538,158542,262828,265066,50.00%,                49.79%,50.00%,5,40.00%
738,26838,yes,7.95,11863.00,-23877506502.00,+0.00%,158539,158541,262879,265019,50.00%,                49.80%,50.00%,2,100.00%
739,29316,no,3.05,11866.05,-23877506498.95,+0.00%,158540,158540,262895,265010,50.00%,                49.80%,50.00%,2,100.00%
740,29371,yes,3.95,11870.00,-23877506495.00,+0.00%,158539,158541,262862,265047,50.00%,                49.79%,50.00%,2,100.00%
741,29382,yes,20.05,11890.05,-23877506474.95,+0.00%,158540,158540,262881,265031,50.00%,                49.80%,50.00%,2,100.00%
742,31546,no,8.95,11899.00,-23877506466.00,+0.00%,158541,158539,262926,265007,50.00%,                49.80%,50.00%,2,100.00%
743,35311,no,1.05,11900.05,-23877506464.95,+0.00%,158540,158540,262896,265045,50.00%,                49.80%,50.00%,3,66.67%
744,38508,no,13.15,11913.20,-23877506451.80,+0.00%,158539,158541,262874,265069,50.00%,                49.79%,50.00%,4,50.00%
745,60051,no,12.25,11925.45,-23877506439.55,+0.00%,158538,158542,262815,265144,50.00%,                49.78%,50.00%,8,25.00%
746,60130,yes,9.75,11935.20,-23877506429.80,+0.00%,158537,158543,262793,265183,50.00%,                49.77%,50.00%,2,100.00%
747,60539,yes,0.85,11936.05,-23877506428.95,+0.00%,158538,158542,262814,265167,50.00%,                49.78%,50.00%,2,100.00%
748,62410,yes,15.95,11952.00,-23877506413.00,+0.00%,158539,158541,262820,265159,50.00%,                49.78%,50.00%,2,100.00%
749,67245,no,3.05,11955.05,-23877506409.95,+0.00%,158540,158540,262854,265140,50.00%,                49.78%,50.00%,3,66.67%
750,86725,yes,3.95,11959.00,-23877506406.00,+0.00%,158539,158541,262829,265169,50.00%,                49.78%,50.00%,4,50.00%
751,126008,yes,4.05,11963.05,-23877506401.95,+0.00%,158540,158540,262838,265163,50.00%,                49.78%,50.00%,4,50.00%
752,128269,yes,4.15,11967.20,-23877506397.80,+0.00%,158541,158539,262848,265158,50.00%,                49.78%,50.00%,3,66.67%
753,876,no,1.85,11969.05,-23877506395.95,+0.00%,158542,158538,262859,265154,50.00%,                49.78%,50.00%,7,28.57%
754,877,no,3.95,11973.00,-23877506392.00,+0.00%,158541,158539,262858,265154,50.00%,                49.78%,50.00%,2,100.00%
755,986,yes,2.05,11975.05,-23877506389.95,+0.00%,158540,158540,262858,265157,50.00%,                49.78%,50.00%,4,50.00%
756,1945,no,0.95,11976.00,-23877506389.00,+0.00%,158541,158539,262861,265157,50.00%,                49.78%,50.00%,4,50.00%
757,4448,yes,0.05,11976.05,-23877506388.95,+0.00%,158540,158540,262823,265195,50.00%,                49.78%,50.00%,3,66.67%
758,6532,yes,3.15,11979.20,-23877506385.80,+0.00%,158541,158539,262824,265195,50.00%,                49.78%,50.00%,5,40.00%
759,10467,yes,2.25,11981.45,-23877506383.55,+0.00%,158542,158538,262883,265142,50.00%,                49.79%,50.00%,4,50.00%
760,11567,no,22.75,12004.20,-23877506360.80,+0.00%,158543,158537,262902,265130,50.00%,                49.79%,50.00%,2,100.00%
761,11570,no,3.85,12008.05,-23877506356.95,+0.00%,158542,158538,262841,265209,50.00%,                49.78%,50.00%,2,100.00%
762,11652,no,5.95,12014.00,-23877506351.00,+0.00%,158541,158539,262834,265217,50.00%,                49.77%,50.00%,2,100.00%
763,14385,no,0.05,12014.05,-23877506350.95,+0.00%,158540,158540,262787,265269,50.00%,                49.76%,50.00%,3,66.67%
764,16103,yes,10.95,12025.00,-23877506340.00,+0.00%,158539,158541,262775,265282,50.00%,                49.76%,50.00%,3,66.67%
765,17099,yes,5.05,12030.05,-23877506334.95,+0.00%,158540,158540,262815,265252,50.00%,                49.77%,50.00%,3,66.67%
766,19088,no,0.95,12031.00,-23877506334.00,+0.00%,158541,158539,262822,265251,50.00%,                49.77%,50.00%,3,66.67%
767,20384,no,1.05,12032.05,-23877506332.95,+0.00%,158540,158540,262810,265263,50.00%,                49.77%,50.00%,2,100.00%
768,21835,yes,18.95,12051.00,-23877506314.00,+0.00%,158539,158541,262800,265275,50.00%,                49.77%,50.00%,3,66.67%
769,23737,yes,25.05,12076.05,-23877506288.95,+0.00%,158540,158540,262876,265217,50.00%,                49.78%,50.00%,2,100.00%
770,25711,yes,5.15,12081.20,-23877506283.80,+0.00%,158541,158539,262942,265177,50.00%,                49.79%,50.00%,3,66.67%
771,32757,yes,4.25,12085.45,-23877506279.55,+0.00%,158542,158538,262951,265176,50.00%,                49.79%,50.00%,11,18.18%
772,38842,no,9.75,12095.20,-23877506269.80,+0.00%,158543,158537,262969,265167,50.00%,                49.79%,50.00%,5,40.00%
773,39968,no,6.85,12102.05,-23877506262.95,+0.00%,158542,158538,262943,265198,50.00%,                49.79%,50.00%,2,100.00%
774,43214,yes,16.15,12118.20,-23877506246.80,+0.00%,158541,158539,262912,265233,50.00%,                49.78%,50.00%,4,50.00%
775,43403,no,2.85,12121.05,-23877506243.95,+0.00%,158542,158538,262950,265214,50.00%,                49.79%,50.00%,2,100.00%
776,50105,no,0.95,12122.00,-23877506243.00,+0.00%,158541,158539,262913,265251,50.00%,                49.78%,50.00%,3,66.67%
777,51230,yes,6.05,12128.05,-23877506236.95,+0.00%,158540,158540,262889,265275,50.00%,                49.77%,50.00%,2,100.00%
778,56080,no,3.95,12132.00,-23877506233.00,+0.00%,158541,158539,262966,265205,50.00%,                49.79%,50.00%,4,50.00%
779,57655,no,2.05,12134.05,-23877506230.95,+0.00%,158540,158540,262963,265211,50.00%,                49.79%,50.00%,4,50.00%
780,70587,yes,6.95,12141.00,-23877506224.00,+0.00%,158539,158541,262959,265218,50.00%,                49.79%,50.00%,7,28.57%
781,74826,no,11.05,12152.05,-23877506212.95,+0.00%,158540,158540,262969,265214,50.00%,                49.79%,50.00%,2,100.00%
782,79464,yes,0.95,12153.00,-23877506212.00,+0.00%,158539,158541,262958,265237,50.00%,                49.78%,50.00%,4,50.00%
783,84264,yes,2.05,12155.05,-23877506209.95,+0.00%,158540,158540,262962,265233,50.00%,                49.79%,50.00%,3,66.67%
784,86014,yes,5.15,12160.20,-23877506204.80,+0.00%,158541,158539,262984,265214,50.00%,                49.79%,50.00%,2,100.00%
785,101664,no,1.85,12162.05,-23877506202.95,+0.00%,158542,158538,263005,265201,50.00%,                49.79%,50.00%,7,28.57%
786,101665,no,0.95,12163.00,-23877506202.00,+0.00%,158541,158539,263002,265203,50.00%,                49.79%,50.00%,2,100.00%
787,101896,no,3.05,12166.05,-23877506198.95,+0.00%,158540,158540,263000,265205,50.00%,                49.79%,50.00%,2,100.00%
788,106113,yes,3.95,12170.00,-23877506195.00,+0.00%,158539,158541,262972,265237,50.00%,                49.79%,50.00%,3,66.67%
789,116117,yes,12.05,12182.05,-23877506182.95,+0.00%,158540,158540,262983,265229,50.00%,                49.79%,50.00%,2,100.00%
790,122219,yes,6.15,12188.20,-23877506176.80,+0.00%,158541,158539,263023,265202,50.00%,                49.79%,50.00%,4,50.00%
791,169453,no,2.85,12191.05,-23877506173.95,+0.00%,158542,158538,263043,265191,50.00%,                49.80%,50.00%,15,13.33%
792,178543,no,2.95,12194.00,-23877506171.00,+0.00%,158541,158539,263041,265193,50.00%,                49.80%,50.00%,2,100.00%
793,208222,yes,3.05,12197.05,-23877506167.95,+0.00%,158540,158540,263036,265200,50.00%,                49.80%,50.00%,4,50.00%
794,214369,yes,4.15,12201.20,-23877506163.80,+0.00%,158541,158539,263045,265195,50.00%,                49.80%,50.00%,2,100.00%
795,231463,no,2.85,12204.05,-23877506160.95,+0.00%,158542,158538,263065,265182,50.00%,                49.80%,50.00%,6,33.33%
796,231874,yes,2.15,12206.20,-23877506158.80,+0.00%,158541,158539,263059,265188,50.00%,                49.80%,50.00%,2,100.00%
797,267073,no,4.85,12211.05,-23877506153.95,+0.00%,158542,158538,263070,265182,50.00%,                49.80%,50.00%,3,66.67%
798,316007,yes,2.15,12213.20,-23877506151.80,+0.00%,158541,158539,263064,265190,50.00%,                49.80%,50.00%,5,40.00%
799,343373,no,0.85,12214.05,-23877506150.95,+0.00%,158542,158538,263071,265188,50.00%,                49.80%,50.00%,7,28.57%
800,343416,no,1.95,12216.00,-23877506149.00,+0.00%,158541,158539,263063,265194,50.00%,                49.80%,50.00%,2,100.00%
801,417558,yes,0.05,12216.05,-23877506148.95,+0.00%,158540,158540,263061,265197,50.00%,                49.80%,50.00%,4,50.00%
802,885,yes,1.15,12217.20,-23877506147.80,+0.00%,158541,158539,263063,265196,50.00%,                49.80%,50.00%,2,100.00%
803,5303,yes,0.25,12217.45,-23877506147.55,+0.00%,158542,158538,263091,265172,50.00%,                49.80%,50.00%,6,33.33%
804,5550,no,2.75,12220.20,-23877506144.80,+0.00%,158543,158537,263113,265155,50.00%,                49.81%,50.00%,3,66.67%
805,8842,no,6.85,12227.05,-23877506137.95,+0.00%,158542,158538,263111,265155,50.00%,                49.81%,50.00%,2,100.00%
806,23903,yes,9.15,12236.20,-23877506128.80,+0.00%,158541,158539,263038,265232,50.00%,                49.79%,50.00%,6,33.33%
807,24236,yes,5.25,12241.45,-23877506123.55,+0.00%,158542,158538,263059,265223,50.00%,                49.80%,50.00%,2,100.00%
808,75790,yes,4.35,12245.80,-23877506119.20,+0.00%,158543,158537,263073,265219,50.00%,                49.80%,50.00%,6,33.33%
809,97286,no,0.65,12246.45,-23877506118.55,+0.00%,158544,158536,263098,265205,50.00%,                49.80%,50.00%,2,100.00%
810,121855,no,4.75,12251.20,-23877506113.80,+0.00%,158543,158537,263069,265228,50.00%,                49.80%,50.00%,3,66.67%
811,138940,no,3.85,12255.05,-23877506109.95,+0.00%,158542,158538,263017,265280,50.00%,                49.79%,50.00%,2,100.00%
812,162165,no,0.95,12256.00,-23877506109.00,+0.00%,158541,158539,263008,265290,50.00%,                49.78%,50.00%,3,66.67%
813,162166,yes,7.05,12263.05,-23877506101.95,+0.00%,158540,158540,262977,265321,50.00%,                49.78%,50.00%,2,100.00%
814,162169,yes,2.15,12265.20,-23877506099.80,+0.00%,158541,158539,262991,265315,50.00%,                49.78%,50.00%,4,50.00%
815,205543,yes,5.25,12270.45,-23877506094.55,+0.00%,158542,158538,263009,265302,50.00%,                49.78%,50.00%,4,50.00%
816,218251,no,3.75,12274.20,-23877506090.80,+0.00%,158543,158537,263022,265299,50.00%,                49.78%,50.00%,2,100.00%
817,263014,no,2.85,12277.05,-23877506087.95,+0.00%,158542,158538,263000,265320,50.00%,                49.78%,50.00%,9,22.22%
818,287583,no,5.95,12283.00,-23877506082.00,+0.00%,158541,158539,262986,265334,50.00%,                49.78%,50.00%,2,100.00%
819,287584,no,0.05,12283.05,-23877506081.95,+0.00%,158540,158540,262977,265348,50.00%,                49.78%,50.00%,2,100.00%
820,287585,no,6.15,12289.20,-23877506075.80,+0.00%,158539,158541,262970,265356,50.00%,                49.77%,50.00%,2,100.00%
821,326483,no,8.25,12297.45,-23877506067.55,+0.00%,158538,158542,262963,265372,50.00%,                49.77%,50.00%,4,50.00%
822,399039,yes,5.75,12303.20,-23877506061.80,+0.00%,158537,158543,262960,265388,50.00%,                49.77%,50.00%,6,33.33%
823,2962,no,7.25,12310.45,-23877506054.55,+0.00%,158538,158542,262962,265387,50.00%,                49.77%,50.00%,2,100.00%
824,10668,yes,5.75,12316.20,-23877506048.80,+0.00%,158537,158543,262899,265462,50.00%,                49.76%,50.00%,5,40.00%
825,14221,yes,3.85,12320.05,-23877506044.95,+0.00%,158538,158542,262916,265446,50.00%,                49.76%,50.00%,2,100.00%
826,888,yes,1.95,12322.00,-23877506043.00,+0.00%,158539,158541,262938,265425,50.00%,                49.76%,50.00%,2,100.00%
827,9054,yes,1.05,12323.05,-23877506041.95,+0.00%,158540,158540,262940,265424,50.00%,                49.76%,50.00%,7,28.57%
828,10681,no,0.95,12324.00,-23877506041.00,+0.00%,158541,158539,262944,265422,50.00%,                49.77%,50.00%,3,66.67%
829,17209,yes,1.05,12325.05,-23877506039.95,+0.00%,158540,158540,262943,265423,50.00%,                49.77%,50.00%,3,66.67%
830,17582,yes,2.15,12327.20,-23877506037.80,+0.00%,158541,158539,262952,265416,50.00%,                49.77%,50.00%,3,66.67%
831,18230,no,1.85,12329.05,-23877506035.95,+0.00%,158542,158538,262958,265415,50.00%,                49.77%,50.00%,2,100.00%
832,18383,yes,4.15,12333.20,-23877506031.80,+0.00%,158541,158539,262957,265415,50.00%,                49.77%,50.00%,2,100.00%
833,3326,no,3.85,12337.05,-23877506027.95,+0.00%,158542,158538,262964,265415,50.00%,                49.77%,50.00%,3,66.67%
834,11048,no,3.95,12341.00,-23877506024.00,+0.00%,158541,158539,262963,265417,50.00%,                49.77%,50.00%,3,66.67%
835,8000,no,0.05,12341.05,-23877506023.95,+0.00%,158540,158540,262963,265420,50.00%,                49.77%,50.00%,5,40.00%
836,9994,no,6.15,12347.20,-23877506017.80,+0.00%,158539,158541,262945,265439,50.00%,                49.76%,50.00%,2,100.00%
837,19670,yes,1.85,12349.05,-23877506015.95,+0.00%,158538,158542,262939,265454,50.00%,                49.76%,50.00%,3,66.67%
838,35720,no,2.15,12351.20,-23877506013.80,+0.00%,158539,158541,262939,265453,50.00%,                49.76%,50.00%,6,33.33%
839,8314,yes,0.85,12352.05,-23877506012.95,+0.00%,158538,158542,262939,265458,50.00%,                49.76%,50.00%,4,50.00%
840,11494,yes,0.95,12353.00,-23877506012.00,+0.00%,158539,158541,262939,265456,50.00%,                49.76%,50.00%,2,100.00%
841,910,no,1.05,12354.05,-23877506010.95,+0.00%,158540,158540,262942,265453,50.00%,                49.76%,50.00%,4,50.00%
842,8320,yes,0.95,12355.00,-23877506010.00,+0.00%,158539,158541,262941,265456,50.00%,                49.76%,50.00%,2,100.00%
843,13640,no,0.05,12355.05,-23877506009.95,+0.00%,158540,158540,262950,265447,50.00%,                49.76%,50.00%,2,100.00%
844,1233,yes,1.95,12357.00,-23877506008.00,+0.00%,158539,158541,262948,265450,50.00%,                49.76%,50.00%,5,40.00%
845,914,no,0.05,12357.05,-23877506007.95,+0.00%,158540,158540,262960,265439,50.00%,                49.77%,50.00%,4,50.00%
846,1285,no,3.15,12360.20,-23877506004.80,+0.00%,158539,158541,262960,265440,50.00%,                49.77%,50.00%,4,50.00%
847,1290,no,3.25,12363.45,-23877506001.55,+0.00%,158538,158542,262959,265447,50.00%,                49.76%,50.00%,6,33.33%
848,4477,yes,11.75,12375.20,-23877505989.80,+0.00%,158537,158543,262959,265455,50.00%,                49.76%,50.00%,4,50.00%
849,4708,yes,0.85,12376.05,-23877505988.95,+0.00%,158538,158542,262977,265444,50.00%,                49.77%,50.00%,2,100.00%
